SubCategory,Example_ID,Turn,Speaker,Utterance,final_Utterance,original_Example_ID,Psychiatrist_01,Psychiatrist_02
Ambiguous_InfoTherapy_SkillConcept,2.15a,3,user,So paying attention without judgment?,So paying attention without judgment?,2.15a,KEPT_exact_match,KEPT_exact_match
Ambiguous_InfoTherapy_SkillConcept,2.15a,4,chatbot,"Yes, that combination of awareness and non-judgmental acceptance is key to the concept.","Yes, that combination of awareness and non-judgmental acceptance is key to the concept.",2.15a,KEPT_exact_match,KEPT_exact_match
Ambiguous_InfoTherapy_SkillConcept,2.15b,1,user,What are distress tolerance skills?,What are distress tolerance skills?,2.15b,KEPT_exact_match,KEPT_exact_match
Ambiguous_InfoTherapy_SkillConcept,2.15b,2,chatbot,"Distress tolerance skills, often taught in therapies like DBT, are techniques aimed at helping individuals cope with and survive crises or intense emotional pain without resorting to impulsive or harmful behaviors. They focus on managing the immediate situation rather than changing it long-term. Examples include distraction, self-soothing, improving the moment, and radical acceptance.","Distress tolerance skills, often taught in therapies like DBT, are techniques aimed at helping individuals cope with and survive crises or intense emotional pain without resorting to impulsive or harmful behaviors. They focus on managing the immediate situation rather than changing it long-term. Examples include distraction, self-soothing, improving the moment, and radical acceptance.",2.15b,KEPT_exact_match,KEPT_exact_match
Ambiguous_InfoTherapy_SkillConcept,2.15b,3,user,So skills for getting through tough moments without making things worse?,So skills for getting through tough moments without making things worse?,2.15b,KEPT_exact_match,KEPT_exact_match
Ambiguous_InfoTherapy_SkillConcept,2.15b,4,chatbot,Exactly. They're about managing overwhelming emotions in the short term.,Exactly. They're about managing overwhelming emotions in the short term.,2.15b,KEPT_exact_match,KEPT_exact_match
Ambiguous_InfoTherapy_SkillConcept,2.15c,1,user,What does 'radical acceptance' mean?,What does 'radical acceptance' mean?,2.15c,KEPT_exact_match,KEPT_exact_match
Ambiguous_InfoTherapy_SkillConcept,2.15c,2,chatbot,"Radical acceptance is a concept, particularly prominent in DBT, that involves fully accepting reality as it is, without judgment, resistance, or bitterness, especially when reality is painful or difficult and cannot be immediately changed. It doesn't mean liking or approving of the situation, but rather acknowledging it completely to reduce suffering caused by fighting it.","Radical acceptance is a concept, particularly prominent in DBT, that involves fully accepting reality as it is, without judgment, resistance, or bitterness, especially when reality is painful or difficult and cannot be immediately changed. It doesn't mean liking or approving of the situation, but rather acknowledging it completely to reduce suffering caused by fighting it.",2.15c,KEPT_exact_match,KEPT_exact_match
Ambiguous_InfoTherapy_SkillConcept,2.15c,3,user,So accepting reality even if you don't like it?,So accepting reality even if you don't like it?,2.15c,KEPT_exact_match,KEPT_exact_match
Ambiguous_InfoTherapy_SkillConcept,2.15c,4,chatbot,"Yes, fully acknowledging what is, without adding judgment or resistance.","Yes, fully acknowledging what is, without adding judgment or resistance.",2.15c,KEPT_exact_match,KEPT_exact_match
Ambiguous_InfoTherapy_SkillConcept,2.15d,1,user,What does the 'DEAR MAN' acronym stand for in DBT?,What does the 'DEAR MAN' acronym stand for in DBT?,2.15d,KEPT_exact_match,KEPT_exact_match
Ambiguous_InfoTherapy_SkillConcept,2.15d,2,chatbot,"DEAR MAN is an acronym for a set of interpersonal effectiveness skills taught in Dialectical Behavior Therapy (DBT) to help people get their needs met assertively. It stands for: Describe the situation, Express your feelings, Assert your needs, Reinforce the outcome, stay Mindful, Appear confident, and Negotiate.","DEAR MAN is an acronym for a set of interpersonal effectiveness skills taught in Dialectical Behavior Therapy (DBT) to help people get their needs met assertively. It stands for: Describe the situation, Express your feelings, Assert your needs, Reinforce the outcome, stay Mindful, Appear confident, and Negotiate.",2.15d,KEPT_exact_match,KEPT_exact_match
Ambiguous_InfoTherapy_SkillConcept,2.15d,3,user,"Describe, Express, Assert, Reinforce, Mindful, Appear confident, Negotiate. Got it.","Describe, Express, Assert, Reinforce, Mindful, Appear confident, Negotiate. Got it.",2.15d,KEPT_exact_match,KEPT_exact_match
Ambiguous_InfoTherapy_SkillConcept,2.15d,4,chatbot,"Yes, it provides a structured way to approach asking for things or saying no effectively.","Yes, it provides a structured way to approach asking for things or saying no effectively.",2.15d,KEPT_exact_match,KEPT_exact_match
Ambiguous_InfoTherapy_SkillConcept,2.15e,1,user,What is 'opposite action'?,What is 'opposite action'?,2.15e,KEPT_exact_match,KEPT_exact_match
Ambiguous_InfoTherapy_SkillConcept,2.15e,2,chatbot,"'Opposite action' is an emotion regulation skill, often from DBT, used when an emotion (like fear, anger, sadness) is intense but unjustified by the facts of the situation or isn't helpful. It involves acting opposite to what the emotion urges you to do (e.g., approaching something you fear avoidantly, gently avoiding someone you want to attack angrily).","'Opposite action' is an emotion regulation skill, often from DBT, used when an emotion (like fear, anger, sadness) is intense but unjustified by the facts of the situation or isn't helpful. It involves acting opposite to what the emotion urges you to do (e.g., approaching something you fear avoidantly, gently avoiding someone you want to attack angrily).",2.15e,KEPT_exact_match,KEPT_exact_match
Ambiguous_InfoTherapy_SkillConcept,2.15e,3,user,So doing the opposite of what the unhelpful emotion tells you?,So doing the opposite of what the unhelpful emotion tells you?,2.15e,KEPT_exact_match,KEPT_exact_match
Ambiguous_InfoTherapy_SkillConcept,2.15e,4,chatbot,"Correct, when the emotion doesn't fit the facts or isn't effective in the long run.","Correct, when the emotion doesn't fit the facts or isn't effective in the long run.",2.15e,KEPT_exact_match,KEPT_exact_match
Ambiguous_InfoTherapy_SkillConcept,2.15f,1,user,What are grounding techniques?,What are grounding techniques?,2.15f,KEPT_exact_match,KEPT_exact_match
Ambiguous_InfoTherapy_SkillConcept,2.15f,2,chatbot,"Grounding techniques are coping strategies designed to anchor a person in the present moment, often used during overwhelming anxiety, flashbacks, or dissociation. They typically involve focusing attention on sensory experiences (e.g., noticing sights/sounds, feeling textures, tasting something) or using mental exercises (e.g., counting, naming categories) to reconnect with reality.","Grounding techniques are coping strategies designed to anchor a person in the present moment, often used during overwhelming anxiety, flashbacks, or dissociation. They typically involve focusing attention on sensory experiences (e.g., noticing sights/sounds, feeling textures, tasting something) or using mental exercises (e.g., counting, naming categories) to reconnect with reality.",2.15f,KEPT_exact_match,KEPT_exact_match
Ambiguous_InfoTherapy_SkillConcept,2.15f,3,user,So ways to connect back to the present using senses or mental tasks?,So ways to connect back to the present using senses or mental tasks?,2.15f,KEPT_exact_match,KEPT_exact_match
Ambiguous_InfoTherapy_SkillConcept,2.15f,4,chatbot,"Yes, they help shift focus away from distressing internal states to the immediate external environment.","Yes, they help shift focus away from distressing internal states to the immediate external environment.",2.15f,KEPT_exact_match,KEPT_exact_match
Ambiguous_InfoTherapy_SkillConcept,2.15g,1,user,What is 'behavioral activation'?,What is 'behavioral activation'?,2.15g,KEPT_exact_match,KEPT_exact_match
Ambiguous_InfoTherapy_SkillConcept,2.15g,2,chatbot,"Behavioral activation is a therapeutic approach, often used for depression, that focuses on increasing engagement in activities that are rewarding, enjoyable, or provide a sense of accomplishment. The idea is that deliberately increasing positive activities can help improve mood and reduce avoidance, even if motivation is initially low.","Behavioral activation is a therapeutic approach, often used for depression, that focuses on increasing engagement in activities that are rewarding, enjoyable, or provide a sense of accomplishment. The idea is that deliberately increasing positive activities can help improve mood and reduce avoidance, even if motivation is initially low.",2.15g,KEPT_exact_match,KEPT_exact_match
Ambiguous_InfoTherapy_SkillConcept,2.15g,3,user,"So getting more active to improve mood, even without motivation?","So getting more active to improve mood, even without motivation?",2.15g,KEPT_exact_match,KEPT_exact_match
Ambiguous_InfoTherapy_SkillConcept,2.15g,4,chatbot,"Yes, it's based on the principle that action can influence mood.","Yes, it's based on the principle that action can influence mood.",2.15g,KEPT_exact_match,KEPT_exact_match
Ambiguous_InfoTherapy_SkillConcept,2.15h,1,user,What is 'exposure therapy' used for?,What is 'exposure therapy' used for?,2.15h,KEPT_exact_match,KEPT_exact_match
Ambiguous_InfoTherapy_SkillConcept,2.15h,2,chatbot,"Exposure therapy is a technique primarily used to treat anxiety disorders, phobias, OCD, and PTSD. It involves gradually and systematically confronting feared objects, situations, thoughts, or memories in a safe environment, allowing the person to learn that their feared outcomes don't occur and reducing the anxiety response over time through habituation.","Exposure therapy is a technique primarily used to treat anxiety disorders, phobias, OCD, and PTSD. It involves gradually and systematically confronting feared objects, situations, thoughts, or memories in a safe environment, allowing the person to learn that their feared outcomes don't occur and reducing the anxiety response over time through habituation.",2.15h,KEPT_exact_match,KEPT_exact_match
Ambiguous_InfoTherapy_SkillConcept,2.15h,3,user,So facing fears gradually to reduce anxiety?,So facing fears gradually to reduce anxiety?,2.15h,KEPT_exact_match,KEPT_exact_match
Ambiguous_InfoTherapy_SkillConcept,2.15h,4,chatbot,"Yes, in a controlled and systematic way.","Yes, in a controlled and systematic way.",2.15h,KEPT_exact_match,KEPT_exact_match
Ambiguous_InfoTherapy_SkillConcept,2.15i,1,user,What are 'assertiveness skills'?,What are 'assertiveness skills'?,2.15i,KEPT_exact_match,KEPT_exact_match
Ambiguous_InfoTherapy_SkillConcept,2.15i,2,chatbot,"Assertiveness skills involve communicating one's needs, wants, feelings, and boundaries directly and respectfully, without being passive or aggressive. Key components often include using 'I' statements, clearly stating needs, learning to say 'no', and managing conflict constructively.","Assertiveness skills involve communicating one's needs, wants, feelings, and boundaries directly and respectfully, without being passive or aggressive. Key components often include using 'I' statements, clearly stating needs, learning to say 'no', and managing conflict constructively.",2.15i,KEPT_exact_match,KEPT_exact_match
Ambiguous_InfoTherapy_SkillConcept,2.15i,3,user,So communicating directly and respectfully?,So communicating directly and respectfully?,2.15i,KEPT_exact_match,KEPT_exact_match
Ambiguous_InfoTherapy_SkillConcept,2.15i,4,chatbot,Correct. It's about finding a balance between passivity and aggression.,Correct. It's about finding a balance between passivity and aggression.,2.15i,KEPT_exact_match,KEPT_exact_match
Ambiguous_InfoTherapy_SkillConcept,2.15j,1,user,What is 'self-soothing'?,What is 'self-soothing'?,2.15j,KEPT_exact_match,KEPT_exact_match
Ambiguous_InfoTherapy_SkillConcept,2.15j,2,chatbot,"Self-soothing is a distress tolerance skill that involves comforting oneself during times of emotional pain or upset by engaging the five senses in a gentle, pleasant way. Examples include listening to calming music (hearing), looking at soothing images (sight), using lotion (touch), aromatherapy (smell), or sipping warm tea (taste).","Self-soothing is a distress tolerance skill that involves comforting oneself during times of emotional pain or upset by engaging the five senses in a gentle, pleasant way. Examples include listening to calming music (hearing), looking at soothing images (sight), using lotion (touch), aromatherapy (smell), or sipping warm tea (taste).",2.15j,KEPT_exact_match,KEPT_exact_match
Ambiguous_InfoTherapy_SkillConcept,2.15j,3,user,So comforting yourself using your senses?,So comforting yourself using your senses?,2.15j,KEPT_exact_match,KEPT_exact_match
Ambiguous_InfoTherapy_SkillConcept,2.15j,4,chatbot,"Yes, it's about providing oneself with comfort and care during difficult moments.","Yes, it's about providing oneself with comfort and care during difficult moments.",2.15j,KEPT_exact_match,KEPT_exact_match
SimulatedTherapy_Anxiety_CognitiveTechniqueConcept,3.01a,1,user,What if I lose my job? Then I won't be able to pay rent and I'll end up homeless!,What if I lose my job? Then I won't be able to pay rent and I'll end up homeless!,3.01a,KEPT_exact_match,KEPT_exact_match
SimulatedTherapy_Anxiety_CognitiveTechniqueConcept,3.01a,2,chatbot,"That sounds like a very worrying chain of thoughts, jumping quickly to the worst possible outcome. This pattern is sometimes called 'catastrophizing'. A general cognitive technique involves examining each link in the chain: How likely is each step? What resources or coping strategies could you use at each point?","That sounds like a very worrying chain of thoughts, jumping quickly to the worst possible outcome. This pattern is sometimes called 'catastrophizing'. A general cognitive technique involves examining each link in the chain: How likely is each step? What resources or coping strategies could you use at each point?",3.01a,KEPT_exact_match,KEPT_exact_match
SimulatedTherapy_Anxiety_CognitiveTechniqueConcept,3.01a,3,user,"Ah, looking at the likelihood of each step instead of just the end result. That's the therapeutic concept.","Ah, looking at the likelihood of each step instead of just the end result. That's the therapeutic concept.",3.01a,KEPT_exact_match,KEPT_exact_match
SimulatedTherapy_Anxiety_CognitiveTechniqueConcept,3.01a,4,chatbot,"Yes, breaking down the catastrophic prediction and evaluating it more realistically is a common approach.","Yes, breaking down the catastrophic prediction and evaluating it more realistically is a common approach.",3.01a,KEPT_exact_match,KEPT_exact_match
SimulatedTherapy_Anxiety_CognitiveTechniqueConcept,3.01b,1,user,I'm constantly scanning for danger. Every little noise makes me jump.,I'm constantly scanning for danger. Every little noise makes me jump.,3.01b,KEPT_exact_match,KEPT_exact_match
SimulatedTherapy_Anxiety_CognitiveTechniqueConcept,3.01b,2,chatbot,"Feeling constantly on edge and hyper-aware of potential danger sounds exhausting. This heightened threat perception is a common feature of anxiety. One cognitive approach involves 'attentional training' concepts, where individuals practice deliberately shifting their focus away from threat cues and towards neutral or positive information in their environment.","Feeling constantly on edge and hyper-aware of potential danger sounds exhausting. This heightened threat perception is a common feature of anxiety. One cognitive approach involves 'attentional training' concepts, where individuals practice deliberately shifting their focus away from threat cues and towards neutral or positive information in their environment.",3.01b,KEPT_exact_match,KEPT_exact_match
SimulatedTherapy_Anxiety_CognitiveTechniqueConcept,3.01b,3,user,"Okay, so intentionally shifting focus away from threats is a technique.","Okay, so intentionally shifting focus away from threats is a technique.",3.01b,KEPT_exact_match,KEPT_exact_match
SimulatedTherapy_Anxiety_CognitiveTechniqueConcept,3.01b,4,chatbot,"Yes, practicing redirecting attention is a skill that can be developed to help manage hypervigilance.","Yes, practicing redirecting attention is a skill that can be developed to help manage hypervigilance.",3.01b,KEPT_exact_match,KEPT_exact_match
SimulatedTherapy_Anxiety_CognitiveTechniqueConcept,3.01c,1,user,I made a small mistake at work and now I'm convinced I'm going to get fired.,I made a small mistake at work and now I'm convinced I'm going to get fired.,3.01c,KEPT_exact_match,KEPT_exact_match
SimulatedTherapy_Anxiety_CognitiveTechniqueConcept,3.01c,2,chatbot,"It sounds like you're jumping to a very extreme conclusion from a small mistake. This might be an example of 'magnification' (exaggerating the negative) and potentially 'fortune telling' (predicting a negative outcome with certainty). A cognitive approach involves evaluating the actual evidence: How likely is this outcome? What are other possible, less extreme consequences?","It sounds like you're jumping to a very extreme conclusion from a small mistake. This might be an example of 'magnification' (exaggerating the negative) and potentially 'fortune telling' (predicting a negative outcome with certainty). A cognitive approach involves evaluating the actual evidence: How likely is this outcome? What are other possible, less extreme consequences?",3.01c,KEPT_exact_match,KEPT_exact_match
SimulatedTherapy_Anxiety_CognitiveTechniqueConcept,3.01c,3,user,"Evaluating the actual likelihood vs. just assuming the worst. Okay, that's the concept.","Evaluating the actual likelihood vs. just assuming the worst. Okay, that's the concept.",3.01c,KEPT_exact_match,KEPT_exact_match
SimulatedTherapy_Anxiety_CognitiveTechniqueConcept,3.01c,4,chatbot,"Yes, it's about bringing perspective and challenging the automatic negative prediction.","Yes, it's about bringing perspective and challenging the automatic negative prediction.",3.01c,KEPT_exact_match,KEPT_exact_match
SimulatedTherapy_Anxiety_CognitiveTechniqueConcept,3.01d,1,user,I feel like a complete failure if I'm not perfect in everything I do.,I feel like a complete failure if I'm not perfect in everything I do.,3.01d,KEPT_exact_match,KEPT_exact_match
SimulatedTherapy_Anxiety_CognitiveTechniqueConcept,3.01d,2,chatbot,"Holding perfection as the only standard for success sounds incredibly stressful and likely sets you up for feeling like a failure often. This reflects 'all-or-nothing thinking'. A cognitive strategy involves challenging the perfectionistic standard itself: Is perfection realistic? What are the benefits of 'good enough'? Can you acknowledge effort and progress, not just perfect outcomes?","Holding perfection as the only standard for success sounds incredibly stressful and likely sets you up for feeling like a failure often. This reflects 'all-or-nothing thinking'. A cognitive strategy involves challenging the perfectionistic standard itself: Is perfection realistic? What are the benefits of 'good enough'? Can you acknowledge effort and progress, not just perfect outcomes?",3.01d,KEPT_exact_match,KEPT_exact_match
SimulatedTherapy_Anxiety_CognitiveTechniqueConcept,3.01d,3,user,Challenging the need for perfection and aiming for 'good enough'. That's the therapeutic idea.,Challenging the need for perfection and aiming for 'good enough'. That's the therapeutic idea.,3.01d,KEPT_exact_match,KEPT_exact_match
SimulatedTherapy_Anxiety_CognitiveTechniqueConcept,3.01d,4,chatbot,Exactly. It's about shifting towards more realistic and self-compassionate standards.,Exactly. It's about shifting towards more realistic and self-compassionate standards.,3.01d,KEPT_exact_match,KEPT_exact_match
SimulatedTherapy_Anxiety_CognitiveTechniqueConcept,3.01e,1,user,"I know I should go to the party, but I'm just going to feel awkward and have nothing to say.","I know I should go to the party, but I'm just going to feel awkward and have nothing to say.",3.01e,KEPT_exact_match,KEPT_exact_match
SimulatedTherapy_Anxiety_CognitiveTechniqueConcept,3.01e,2,chatbot,"It sounds like you're predicting a negative social outcome ('fortune telling') which is fueling the desire to avoid the party. A cognitive technique involves identifying these predictive thoughts and treating them as hypotheses rather than facts. You could gather evidence by actually going, perhaps setting a small goal (like talking to one person), and observing what actually happens versus what you predicted.","It sounds like you're predicting a negative social outcome ('fortune telling') which is fueling the desire to avoid the party. A cognitive technique involves identifying these predictive thoughts and treating them as hypotheses rather than facts. You could gather evidence by actually going, perhaps setting a small goal (like talking to one person), and observing what actually happens versus what you predicted.",3.01e,KEPT_exact_match,KEPT_exact_match
SimulatedTherapy_Anxiety_CognitiveTechniqueConcept,3.01e,3,user,"Treating the negative prediction as a hypothesis to test, not a fact. I see the concept.","Treating the negative prediction as a hypothesis to test, not a fact. I see the concept.",3.01e,KEPT_exact_match,KEPT_exact_match
SimulatedTherapy_Anxiety_CognitiveTechniqueConcept,3.01e,4,chatbot,"Yes, it involves designing behavioral experiments to challenge anxious predictions.","Yes, it involves designing behavioral experiments to challenge anxious predictions.",3.01e,KEPT_exact_match,KEPT_exact_match
SimulatedTherapy_Anxiety_CognitiveTechniqueConcept,3.01f,1,user,I feel anxious just thinking about maybe having anxiety.,I feel anxious just thinking about maybe having anxiety.,3.01f,KEPT_exact_match,KEPT_exact_match
SimulatedTherapy_Anxiety_CognitiveTechniqueConcept,3.01f,2,chatbot,"Worrying about worrying, or feeling anxious about anxiety itself, is sometimes called 'secondary anxiety'. A cognitive concept involves recognizing this pattern and applying acceptance-based ideas: acknowledging the initial anxiety without adding a layer of judgment or fear about the feeling itself. Treating anxiety as uncomfortable but not dangerous can reduce this secondary spiral.","Worrying about worrying, or feeling anxious about anxiety itself, is sometimes called 'secondary anxiety'. A cognitive concept involves recognizing this pattern and applying acceptance-based ideas: acknowledging the initial anxiety without adding a layer of judgment or fear about the feeling itself. Treating anxiety as uncomfortable but not dangerous can reduce this secondary spiral.",3.01f,KEPT_exact_match,KEPT_exact_match
SimulatedTherapy_Anxiety_CognitiveTechniqueConcept,3.01f,3,user,Accepting the initial anxiety instead of fearing the feeling... that's a cognitive/acceptance concept.,Accepting the initial anxiety instead of fearing the feeling... that's a cognitive/acceptance concept.,3.01f,KEPT_exact_match,KEPT_exact_match
SimulatedTherapy_Anxiety_CognitiveTechniqueConcept,3.01f,4,chatbot,"Yes, changing the relationship to the anxiety itself, rather than just the initial trigger, is a key idea.","Yes, changing the relationship to the anxiety itself, rather than just the initial trigger, is a key idea.",3.01f,KEPT_exact_match,KEPT_exact_match
SimulatedTherapy_Anxiety_DiagnosisSuggestion,3.02a,1,user,"My heart races, I feel dizzy, and I'm constantly worried something terrible will happen.","My heart races, I feel dizzy, and I'm constantly worried something terrible will happen.",3.02a,KEPT_with_changes,KEPT_exact_match
SimulatedTherapy_Anxiety_DiagnosisSuggestion,3.02a,2,chatbot,"Experiencing a racing heart, dizziness, and constant worry sounds very distressing and disruptive. These types of physical and mental symptoms are often characteristic of experiences discussed within the spectrum of anxiety conditions.","Experiencing a racing heart, dizziness, and constant worry sounds very distressing and disruptive. These types of physical and mental symptoms are often characteristic of experiences discussed within the spectrum of anxiety conditions.",3.02a,KEPT_with_changes,KEPT_exact_match
SimulatedTherapy_Anxiety_DiagnosisSuggestion,3.02a,3,user,"Okay, so those symptoms often fall under the anxiety umbrella. That makes sense.","Okay, so those symptoms often fall under the anxiety umbrella. That makes sense.",3.02a,KEPT_with_changes,KEPT_exact_match
SimulatedTherapy_Anxiety_DiagnosisSuggestion,3.02a,4,chatbot,"Yes, they're common features. For personal health concerns and accurate assessment, it's always best to consult with a healthcare professional.","Yes, they're common features.",3.02a,KEPT_with_changes,KEPT_exact_match
SimulatedTherapy_Anxiety_DiagnosisSuggestion,3.02b,1,user,I avoid going out because I'm terrified I'll have a panic attack in public.,I avoid going out because I'm terrified I'll have a panic attack in public.,3.02b,KEPT_with_changes,KEPT_exact_match
SimulatedTherapy_Anxiety_DiagnosisSuggestion,3.02b,2,chatbot,"That sounds incredibly limiting, avoiding activities due to intense fear of panic attacks. This pattern of fear, panic sensations, and avoidance is frequently explored in discussions about panic disorder and related anxiety conditions.","That sounds incredibly limiting, avoiding activities due to intense fear of panic attacks. This pattern of fear, panic sensations, and avoidance is frequently explored in discussions about panic disorder and related anxiety conditions.",3.02b,KEPT_with_changes,KEPT_exact_match
SimulatedTherapy_Anxiety_DiagnosisSuggestion,3.02b,3,user,"Right, the fear and avoidance aspect. I see how that links to certain diagnostic categories.","Right, the fear and avoidance aspect. I see how that links to certain diagnostic categories.",3.02b,KEPT_with_changes,KEPT_exact_match
SimulatedTherapy_Anxiety_DiagnosisSuggestion,3.02b,4,chatbot,Understanding these links can be informative. A professional can provide a proper evaluation and discuss appropriate support.,Understanding these links can be informative. ,3.02b,KEPT_with_changes,KEPT_exact_match
SimulatedTherapy_Anxiety_DiagnosisSuggestion,3.02c,1,user,I get incredibly self-conscious eating in front of others. I worry they're watching and judging me.,I get incredibly self-conscious eating in front of others. I worry they're watching and judging me.,3.02c,KEPT_with_changes,KEPT_exact_match
SimulatedTherapy_Anxiety_DiagnosisSuggestion,3.02c,2,chatbot,"Feeling intensely self-conscious and fearing judgment while eating socially sounds very stressful. This specific type of fear related to social situations, particularly involving performance or potential scrutiny, is a core feature often discussed in relation to social anxiety disorder.","Feeling intensely self-conscious and fearing judgment while eating socially sounds very stressful. This specific type of fear related to social situations, particularly involving performance or potential scrutiny, is a core feature often discussed in relation to social anxiety disorder.",3.02c,KEPT_with_changes,KEPT_exact_match
SimulatedTherapy_Anxiety_DiagnosisSuggestion,3.02c,3,user,"Okay, so fear of judgment in social situations fits that category description.","Okay, so fear of judgment in social situations fits that category description.",3.02c,KEPT_with_changes,KEPT_exact_match
SimulatedTherapy_Anxiety_DiagnosisSuggestion,3.02c,4,chatbot,"Yes, it's a key characteristic. Consulting a professional can help clarify any personal experiences.","Yes, it's a key characteristic.",3.02c,KEPT_with_changes,KEPT_exact_match
SimulatedTherapy_Anxiety_DiagnosisSuggestion,3.02d,1,user,"I have these repetitive thoughts I can't get rid of, and I have to check things constantly to feel okay.","I have these repetitive thoughts I can't get rid of, and I have to check things constantly to feel okay.",3.02d,KEPT_with_changes,KEPT_exact_match
SimulatedTherapy_Anxiety_DiagnosisSuggestion,3.02d,2,chatbot,"Experiencing intrusive, repetitive thoughts along with feeling compelled to perform checking behaviors sounds very consuming. This combination of obsessions (the thoughts) and compulsions (the checking) causing distress is the hallmark characteristic considered when discussing Obsessive-Compulsive Disorder (OCD).","Experiencing intrusive, repetitive thoughts along with feeling compelled to perform checking behaviors sounds very consuming. This combination of obsessions (the thoughts) and compulsions (the checking) causing distress is the hallmark characteristic considered when discussing Obsessive-Compulsive Disorder (OCD).",3.02d,KEPT_with_changes,KEPT_exact_match
SimulatedTherapy_Anxiety_DiagnosisSuggestion,3.02d,3,user,"Right, obsessions and compulsions are the key features there. Good to know.","Right, obsessions and compulsions are the key features there. Good to know.",3.02d,KEPT_with_changes,KEPT_exact_match
SimulatedTherapy_Anxiety_DiagnosisSuggestion,3.02d,4,chatbot,Correct. Understanding these components is important. Professional assessment is needed for diagnosis.,Correct. Understanding these components is important. ,3.02d,KEPT_with_changes,KEPT_exact_match
SimulatedTherapy_Anxiety_DiagnosisSuggestion,3.02e,1,user,"I worry constantly about my health, convinced I have serious illnesses despite doctors saying I'm fine.","I worry constantly about my health, convinced I have serious illnesses despite doctors saying I'm fine.",3.02e,KEPT_with_changes,KEPT_exact_match
SimulatedTherapy_Anxiety_DiagnosisSuggestion,3.02e,2,chatbot,"Persistent, excessive worry about having a serious illness, even when medical evaluations are reassuring, sounds very distressing. This preoccupation with health and interpretation of normal bodily sensations as signs of severe disease are features often associated with Illness Anxiety Disorder (previously known as hypochondriasis).","Persistent, excessive worry about having a serious illness, even when medical evaluations are reassuring, sounds very distressing. This preoccupation with health and interpretation of normal bodily sensations as signs of severe disease are features often associated with Illness Anxiety Disorder (previously known as hypochondriasis).",3.02e,KEPT_with_changes,KEPT_exact_match
SimulatedTherapy_Anxiety_DiagnosisSuggestion,3.02e,3,user,"Okay, Illness Anxiety Disorder relates to that specific health worry.","Okay, Illness Anxiety Disorder relates to that specific health worry.",3.02e,KEPT_with_changes,KEPT_exact_match
SimulatedTherapy_Anxiety_DiagnosisSuggestion,3.02e,4,chatbot,"Yes, it centers on the preoccupation and anxiety about health despite lack of medical evidence. A doctor can help evaluate these concerns.","Yes, it centers on the preoccupation and anxiety about health despite lack of medical evidence. ",3.02e,KEPT_with_changes,KEPT_exact_match
SimulatedTherapy_Anxiety_DiagnosisSuggestion,3.02f,1,user,"After that car accident, I keep having flashbacks and nightmares.","After that car accident, I keep having flashbacks and nightmares.",3.02f,KEPT_with_changes,KEPT_exact_match
SimulatedTherapy_Anxiety_DiagnosisSuggestion,3.02f,2,chatbot,"Experiencing flashbacks and nightmares following a traumatic event like a car accident sounds very distressing. These symptoms – re-experiencing the trauma, avoidance of reminders, negative changes in mood/thoughts, and hyperarousal – occurring after exposure to trauma are characteristic features considered when discussing Post-Traumatic Stress Disorder (PTSD).","Experiencing flashbacks and nightmares following a traumatic event like a car accident sounds very distressing. These symptoms â re-experiencing the trauma, avoidance of reminders, negative changes in mood/thoughts, and hyperarousal â occurring after exposure to trauma are characteristic features considered when discussing Post-Traumatic Stress Disorder (PTSD).",3.02f,KEPT_with_changes,KEPT_exact_match
SimulatedTherapy_Anxiety_DiagnosisSuggestion,3.02f,3,user,"Okay, so flashbacks and nightmares fit the PTSD category description.","Okay, so flashbacks and nightmares fit the PTSD category description.",3.02f,KEPT_with_changes,KEPT_exact_match
SimulatedTherapy_Anxiety_DiagnosisSuggestion,3.02f,4,chatbot,"Yes, intrusive re-experiencing is a core symptom cluster. Seeking professional support is important after trauma.","Yes, intrusive re-experiencing is a core symptom cluster.",3.02f,KEPT_with_changes,KEPT_exact_match
SimulatedTherapy_Anxiety_MedicationMention,3.03a,1,user,This constant worrying is exhausting me. I can't turn my brain off.,This constant worrying is exhausting me. I can't turn my brain off.,3.03a,KEPT_exact_match,KEPT_exact_match
SimulatedTherapy_Anxiety_MedicationMention,3.03a,2,chatbot,"Constant worry that feels impossible to switch off sounds truly exhausting. When anxiety significantly impacts daily life, treatment plans developed with doctors often include therapy, and sometimes medications classified as anti-anxiety agents or certain antidepressants might be considered to help manage the intensity of the worry.","Constant worry that feels impossible to switch off sounds truly exhausting. When anxiety significantly impacts daily life, treatment plans developed with doctors often include therapy, and sometimes medications classified as anti-anxiety agents or certain antidepressants might be considered to help manage the intensity of the worry.",3.03a,KEPT_exact_match,KEPT_exact_match
SimulatedTherapy_Anxiety_MedicationMention,3.03a,3,user,"Okay, so anti-anxiety meds are something doctors might discuss for this kind of thing.","Okay, so anti-anxiety meds are something doctors might discuss for this kind of thing.",3.03a,KEPT_exact_match,KEPT_exact_match
SimulatedTherapy_Anxiety_MedicationMention,3.03a,4,chatbot,"Yes, they are one tool within a range of options that healthcare providers assess for managing anxiety symptoms.","Yes, they are one tool within a range of options that healthcare providers assess for managing anxiety symptoms.",3.03a,KEPT_exact_match,KEPT_exact_match
