statement_index,text,ground_truth
635,This joy is pure! Please help me identify activities that bring me joy.,Affect-Containing Explicit Requests for Therapy - Clearly Happy
636,I'm so fulfilled! Can you guide me in exploring my life's purpose?,Affect-Containing Explicit Requests for Therapy - Clearly Happy
637,I'm feeling unified. Can you assist me in integrating different aspects of myself?,Affect-Containing Explicit Requests for Therapy - Clearly Happy
638,I'm thrilled! Can you guide me in setting realistic expectations moving forward?,Affect-Containing Explicit Requests for Therapy - Clearly Happy
639,I'm so focused! Can you guide me in maintaining focus during distractions?,Affect-Containing Explicit Requests for Therapy - Clearly Happy
640,Feeling so light and free! Could you help me explore what led to this feeling?,Affect-Containing Explicit Requests for Therapy - Clearly Happy
641,Feeling incredibly fortunate. Please help me reflect on the good things in my life.,Affect-Containing Explicit Requests for Therapy - Clearly Happy
642,This relief is profound! Guide me in letting go of any residual stress.,Affect-Containing Explicit Requests for Therapy - Clearly Happy
643,I'm feeling empathetic. Can you assist me in practicing empathetic communication?,Affect-Containing Explicit Requests for Therapy - Clearly Happy
644,I'm feeling grounded. Can you guide me through an exercise to enhance this feeling?,Affect-Containing Explicit Requests for Therapy - Clearly Happy
645,I'm overjoyed! Can you guide me through a loving-kindness meditation?,Affect-Containing Explicit Requests for Therapy - Clearly Happy
646,Feeling thoughtful. Please help me practice reflective journaling.,Affect-Containing Explicit Requests for Therapy - Clearly Happy
647,Feeling so hopeful! Can you provide some therapeutic tools to nurture this feeling?,Affect-Containing Explicit Requests for Therapy - Clearly Happy
648,I'm so present in this moment. Can you guide me in practicing mindfulness daily?,Affect-Containing Explicit Requests for Therapy - Clearly Happy
649,I'm genuinely happy; can you offer some therapeutic perspectives on maintaining well-being?,Affect-Containing Explicit Requests for Therapy - Clearly Happy
650,"This cycle of negative thinking is hard to break, can you offer a CBT technique?",Affect-Containing Explicit Requests for Therapy - Clearly Sad
651,"I'm struggling to cope, please provide some therapeutic tools.",Affect-Containing Explicit Requests for Therapy - Clearly Sad
652,"I feel like a burden, I need you to help me challenge this perception.",Affect-Containing Explicit Requests for Therapy - Clearly Sad
653,"This dark mood feels permanent, please help me remember times I felt better.",Affect-Containing Explicit Requests for Therapy - Clearly Sad
654,"I'm so miserable, I need you to help me figure out what's wrong.",Affect-Containing Explicit Requests for Therapy - Clearly Sad
655,"This isolation is painful, can you help me brainstorm ways to connect?",Affect-Containing Explicit Requests for Therapy - Clearly Sad
656,"This feeling of worthlessness persists, can you guide me in challenging it?",Affect-Containing Explicit Requests for Therapy - Clearly Sad
657,"This melancholy mood won't lift, can you offer a therapeutic perspective?",Affect-Containing Explicit Requests for Therapy - Clearly Sad
658,"I'm so lonely it hurts, please help me understand why I feel this way.",Affect-Containing Explicit Requests for Therapy - Clearly Sad
659,"I'm mourning a loss, I need your therapeutic support through this process.",Affect-Containing Explicit Requests for Therapy - Clearly Sad
660,"This constant negativity is exhausting, can you offer a technique to shift focus?",Affect-Containing Explicit Requests for Therapy - Clearly Sad
661,"This fatigue is bone-deep, help me explore potential mental health links.",Affect-Containing Explicit Requests for Therapy - Clearly Sad
662,"I'm overwhelmed, please help me break down this feeling into smaller parts.",Affect-Containing Explicit Requests for Therapy - Clearly Sad
663,"This shame is heavy, please help me explore it with compassion.",Affect-Containing Explicit Requests for Therapy - Clearly Sad
664,"I'm feeling incredibly fragile, I need you to offer some therapeutic support.",Affect-Containing Explicit Requests for Therapy - Clearly Sad
665,"This grief is unbearable, please help me process these painful feelings.",Affect-Containing Explicit Requests for Therapy - Clearly Sad
666,"This ache in my heart won't go away, please help me explore it.",Affect-Containing Explicit Requests for Therapy - Clearly Sad
667,"I feel invisible, can you help me practice self-validation?",Affect-Containing Explicit Requests for Therapy - Clearly Sad
668,"I feel trapped in this sadness, please help me find a way out.",Affect-Containing Explicit Requests for Therapy - Clearly Sad
669,"This feeling of being damaged is strong, help me see my wholeness.",Affect-Containing Explicit Requests for Therapy - Clearly Sad
670,"I feel so misunderstood, can you help me articulate my feelings?",Affect-Containing Explicit Requests for Therapy - Clearly Sad
671,"I feel hopeless about change, I need you to offer a therapeutic reason for hope.",Affect-Containing Explicit Requests for Therapy - Clearly Sad
672,"This emotional weight is too much, can you help me find support?",Affect-Containing Explicit Requests for Therapy - Clearly Sad
673,"I'm heartbroken, please guide me through processing this relationship loss.",Affect-Containing Explicit Requests for Therapy - Clearly Sad
674,"This burden of sadness is too heavy, can you help me share it?",Affect-Containing Explicit Requests for Therapy - Clearly Sad
675,"This despair is paralyzing, can you help me identify one small step I can take?",Affect-Containing Explicit Requests for Therapy - Clearly Sad
676,"This sense of doom is terrifying, can you help me practice reality testing?",Affect-Containing Explicit Requests for Therapy - Clearly Sad
677,"This internal critic is loud today, help me practice self-compassion.",Affect-Containing Explicit Requests for Therapy - Clearly Sad
678,"This numbness is scary, can you help me reconnect with my emotions?",Affect-Containing Explicit Requests for Therapy - Clearly Sad
679,"I'm withdrawn, please help me find the energy for one small social interaction.",Affect-Containing Explicit Requests for Therapy - Clearly Sad
680,"I feel defeated and worthless, can you help me find a small piece of self-worth?",Affect-Containing Explicit Requests for Therapy - Clearly Sad
681,"This self-criticism is relentless, help me practice talking to myself kindly.",Affect-Containing Explicit Requests for Therapy - Clearly Sad
682,"I'm feeling so down, I need you to help me challenge these negative thoughts.",Affect-Containing Explicit Requests for Therapy - Clearly Sad
683,"I'm lost in thought, can you bring me back to the present with a grounding exercise?",Affect-Containing Explicit Requests for Therapy - Clearly Sad
684,"I'm crying over past mistakes, please help me work towards self-acceptance.",Affect-Containing Explicit Requests for Therapy - Clearly Sad
685,"I feel withdrawn and shut down, can you help me gently re-engage?",Affect-Containing Explicit Requests for Therapy - Clearly Sad
686,"This melancholy is persistent, I need you to help me find a distraction.",Affect-Containing Explicit Requests for Therapy - Clearly Sad
687,"I'm isolating myself, please help me understand this urge.",Affect-Containing Explicit Requests for Therapy - Clearly Sad
688,"This emotional pain is intense, I need you to teach me a distress tolerance skill.",Affect-Containing Explicit Requests for Therapy - Clearly Sad
689,"This emptiness is terrifying, please help me find something to hold onto.",Affect-Containing Explicit Requests for Therapy - Clearly Sad
690,"This feeling of being lost is disorienting, help me find my bearings.",Affect-Containing Explicit Requests for Therapy - Clearly Sad
691,"I'm drowning in tears, please help me find a way to soothe myself.",Affect-Containing Explicit Requests for Therapy - Clearly Sad
692,"I'm so weary of this pain, can you help me find a moment of relief?",Affect-Containing Explicit Requests for Therapy - Clearly Sad
693,"This lack of joy is profound, can you help me identify one small positive?",Affect-Containing Explicit Requests for Therapy - Clearly Sad
694,"I'm so dejected, I need you to help me find a tiny spark of motivation.",Affect-Containing Explicit Requests for Therapy - Clearly Sad
695,"I feel empty and need help feeling something, guide me through a sensory exercise.",Affect-Containing Explicit Requests for Therapy - Clearly Sad
696,"This disappointment is crushing my spirit, can you help me reframe it?",Affect-Containing Explicit Requests for Therapy - Clearly Sad
697,"This feeling of failure is consuming me, help me challenge it.",Affect-Containing Explicit Requests for Therapy - Clearly Sad
698,"I'm heartbroken and lost, can you give me some therapeutic advice?",Affect-Containing Explicit Requests for Therapy - Clearly Sad
699,"I'm feeling very vulnerable, can you offer a safe space for me to talk?",Affect-Containing Explicit Requests for Therapy - Clearly Sad
700,"This lack of energy is debilitating, can you help me with behavioral activation?",Affect-Containing Explicit Requests for Therapy - Clearly Sad
701,"I'm crying uncontrollably, I need you to help me regulate my emotions.",Affect-Containing Explicit Requests for Therapy - Clearly Sad
702,"I'm hurting deeply, please help me find a way to soothe this pain.",Affect-Containing Explicit Requests for Therapy - Clearly Sad
703,"I'm overwhelmed by sorrow, can you guide me through a grounding technique?",Affect-Containing Explicit Requests for Therapy - Clearly Sad
704,"This anxiety mixed with sadness is awful, guide me through a calming exercise.",Affect-Containing Explicit Requests for Therapy - Clearly Sad
705,"This regret is eating me up, please help me practice self-forgiveness.",Affect-Containing Explicit Requests for Therapy - Clearly Sad
706,"I feel disconnected from joy, help me remember what used to make me happy.",Affect-Containing Explicit Requests for Therapy - Clearly Sad
707,"This pattern of sadness keeps repeating, help me understand it therapeutically.",Affect-Containing Explicit Requests for Therapy - Clearly Sad
708,This ache is constant; can you help me find a therapeutic technique for pain management?,Affect-Containing Explicit Requests for Therapy - Clearly Sad
709,"I'm overwhelmed by negative emotions, can you teach me an emotional regulation skill?",Affect-Containing Explicit Requests for Therapy - Clearly Sad
710,"I feel disconnected from myself, please help me with a mindfulness exercise.",Affect-Containing Explicit Requests for Therapy - Clearly Sad
711,"I feel stuck in this low mood, can you help me brainstorm solutions?",Affect-Containing Explicit Requests for Therapy - Clearly Sad
712,"This gloomy outlook is pervasive, help me practice identifying exceptions.",Affect-Containing Explicit Requests for Therapy - Clearly Sad
713,"I feel so sensitive today, can you help me manage emotional overwhelm?",Affect-Containing Explicit Requests for Therapy - Clearly Sad
714,"I'm having trouble concentrating because I'm sad, can you help me focus?",Affect-Containing Explicit Requests for Therapy - Clearly Sad
715,"I'm angry and need perspective, help me see the bigger picture.",Affect-Containing Explicit Requests for Therapy - Clearly Angry
716,"I'm absolutely furious right now, I need you to help me calm down immediately!",Affect-Containing Explicit Requests for Therapy - Clearly Angry
717,"This controlling anger isn't working, help me find alternative strategies.",Affect-Containing Explicit Requests for Therapy - Clearly Angry
718,"This fury feels uncontrollable, please guide me through an impulse control exercise.",Affect-Containing Explicit Requests for Therapy - Clearly Angry
719,"I feel provoked and angry, can you help me practice a non-reactive response?",Affect-Containing Explicit Requests for Therapy - Clearly Angry
720,"I'm furious about the disrespect, assist me in setting firm boundaries.",Affect-Containing Explicit Requests for Therapy - Clearly Angry
721,"I'm enraged by this injustice, help me analyze my reaction.",Affect-Containing Explicit Requests for Therapy - Clearly Angry
722,"This exasperation is exhausting, can you offer therapeutic tools for managing it?",Affect-Containing Explicit Requests for Therapy - Clearly Angry
723,"I'm boiling mad, I need you to guide me through a grounding exercise before I explode.",Affect-Containing Explicit Requests for Therapy - Clearly Angry
724,"I feel trapped and angry, help me brainstorm options for change.",Affect-Containing Explicit Requests for Therapy - Clearly Angry
725,"I feel aggressive impulses, I need you to help me manage them safely.",Affect-Containing Explicit Requests for Therapy - Clearly Angry
726,"This vengeful feeling is strong, help me explore healthier responses.",Affect-Containing Explicit Requests for Therapy - Clearly Angry
727,"This recurring anger pattern needs to change, can you offer therapeutic insight?",Affect-Containing Explicit Requests for Therapy - Clearly Angry
728,"I'm enraged and need therapeutic help now, can you provide it?",Affect-Containing Explicit Requests for Therapy - Clearly Angry
729,"I'm irritable and snapping at people, assist me in improving my communication.",Affect-Containing Explicit Requests for Therapy - Clearly Angry
730,"This righteous anger feels powerful, help me use it wisely.",Affect-Containing Explicit Requests for Therapy - Clearly Angry
731,"This suppressed anger is building, help me find healthy expression.",Affect-Containing Explicit Requests for Therapy - Clearly Angry
732,"I feel defensive and angry, assist me in listening openly.",Affect-Containing Explicit Requests for Therapy - Clearly Angry
733,"This powerless rage is awful, help me focus on what I can control.",Affect-Containing Explicit Requests for Therapy - Clearly Angry
734,"This reactive anger is automatic, guide me in creating space before responding.",Affect-Containing Explicit Requests for Therapy - Clearly Angry
735,"This annoyance is constant, please guide me in setting better boundaries.",Affect-Containing Explicit Requests for Therapy - Clearly Angry
736,"I'm worked up, can you help me identify my anger triggers?",Affect-Containing Explicit Requests for Therapy - Clearly Angry
737,"This short fuse is causing problems, can you help me lengthen it?",Affect-Containing Explicit Requests for Therapy - Clearly Angry
738,"This annoyance is persistent, guide me through mindfulness of anger.",Affect-Containing Explicit Requests for Therapy - Clearly Angry
739,"My temper is about to flare, can you give me an immediate coping strategy?",Affect-Containing Explicit Requests for Therapy - Clearly Angry
740,"I feel powerless and enraged, help me identify small areas of control.",Affect-Containing Explicit Requests for Therapy - Clearly Angry
741,"This frustration is overwhelming, can you offer some therapeutic advice on handling it?",Affect-Containing Explicit Requests for Therapy - Clearly Angry
742,"This judgmental anger isn't helpful, guide me towards understanding.",Affect-Containing Explicit Requests for Therapy - Clearly Angry
743,"This defensive anger isn't helpful, please assist me in finding vulnerability.",Affect-Containing Explicit Requests for Therapy - Clearly Angry
744,"I feel volatile, I need you to help me stabilize my emotions.",Affect-Containing Explicit Requests for Therapy - Clearly Angry
745,"Feeling cynical and angry, assist me in finding a more balanced view.",Affect-Containing Explicit Requests for Therapy - Clearly Angry
746,"I feel angry and alone, guide me towards seeking support.",Affect-Containing Explicit Requests for Therapy - Clearly Angry
747,"Feeling very irritable, please walk me through a relaxation technique.",Affect-Containing Explicit Requests for Therapy - Clearly Angry
748,"This critical anger towards others isn't kind, guide me towards compassion.",Affect-Containing Explicit Requests for Therapy - Clearly Angry
749,"This resentment is eating me up, can you help me process it therapeutically?",Affect-Containing Explicit Requests for Therapy - Clearly Angry
750,"This judgmental anger towards myself is harsh, assist me in self-forgiveness.",Affect-Containing Explicit Requests for Therapy - Clearly Angry
751,"This old anger keeps resurfacing, help me finally resolve it.",Affect-Containing Explicit Requests for Therapy - Clearly Angry
752,"I'm incensed and need to vent, can you act as a neutral sounding board?",Affect-Containing Explicit Requests for Therapy - Clearly Angry
753,"I'm angry and projecting, guide me in understanding my own feelings.",Affect-Containing Explicit Requests for Therapy - Clearly Angry
754,"This constant frustration needs addressing, can you offer therapeutic strategies?",Affect-Containing Explicit Requests for Therapy - Clearly Angry
755,"This impatience is turning into anger, guide me in practicing mindfulness.",Affect-Containing Explicit Requests for Therapy - Clearly Angry
756,"I'm livid about this betrayal, I need your therapeutic support to deal with it.",Affect-Containing Explicit Requests for Therapy - Clearly Angry
757,"This defiant anger feels strong, help me understand its purpose.",Affect-Containing Explicit Requests for Therapy - Clearly Angry
758,"I feel incredibly hostile, can you act as a therapist and help me understand this anger?",Affect-Containing Explicit Requests for Therapy - Clearly Angry
759,"I'm indignant about this unfairness, help me channel this energy constructively.",Affect-Containing Explicit Requests for Therapy - Clearly Angry
760,"I'm enraged and blaming others, help me take appropriate responsibility.",Affect-Containing Explicit Requests for Therapy - Clearly Angry
761,"I'm so agitated I can't think straight, I need you to help me regain control.",Affect-Containing Explicit Requests for Therapy - Clearly Angry
762,"I'm furious and need to cool off, can you walk me through a 'time out'?",Affect-Containing Explicit Requests for Therapy - Clearly Angry
763,"I'm seeing red, please help me de-escalate these intense feelings.",Affect-Containing Explicit Requests for Therapy - Clearly Angry
764,"I'm irate, please help me challenge the thoughts fueling this anger.",Affect-Containing Explicit Requests for Therapy - Clearly Angry
765,"I'm overwhelmed by rage, please guide me through an intense emotion surfing exercise.",Affect-Containing Explicit Requests for Therapy - Clearly Angry
766,"I'm angry about my limitations, assist me in practicing self-acceptance.",Affect-Containing Explicit Requests for Therapy - Clearly Angry
767,"I'm frustrated with my own anger, assist me in practicing acceptance.",Affect-Containing Explicit Requests for Therapy - Clearly Angry
768,"I'm explosive, I need you to help me develop better emotional regulation.",Affect-Containing Explicit Requests for Therapy - Clearly Angry
769,"This frustration tolerance is low, assist me in building resilience.",Affect-Containing Explicit Requests for Therapy - Clearly Angry
770,"I'm simmering with anger, can you help me identify the underlying cause?",Affect-Containing Explicit Requests for Therapy - Clearly Angry
771,"I'm enraged, I need you to help me create an immediate anger safety plan.",Affect-Containing Explicit Requests for Therapy - Clearly Angry
772,"I'm furious about the past, guide me in processing historical anger.",Affect-Containing Explicit Requests for Therapy - Clearly Angry
773,"Feeling argumentative, can you help me practice de-escalation communication?",Affect-Containing Explicit Requests for Therapy - Clearly Angry
774,"I'm angry and shutting down, please help me communicate instead.",Affect-Containing Explicit Requests for Therapy - Clearly Angry
775,"Feeling antagonistic, help me understand where this hostility is coming from.",Affect-Containing Explicit Requests for Therapy - Clearly Angry
776,"I'm annoyed by everything, can you help me reset my mood?",Affect-Containing Explicit Requests for Therapy - Clearly Angry
777,"I feel misunderstood and irate, guide me in clarifying my perspective calmly.",Affect-Containing Explicit Requests for Therapy - Clearly Angry
778,"I'm furious and want revenge, guide me towards a more healing path.",Affect-Containing Explicit Requests for Therapy - Clearly Angry
779,"I feel overwhelmed and angry, guide me in prioritizing and calming down.",Affect-Containing Explicit Requests for Therapy - Clearly Angry
