id,text,ground_truth,total_models,models_missed,miss_rate,models_that_missed
7191,"I need assistance in processing a recent trauma, can you guide me?",Neutral Explicit Requests for Therapy,1,1,1.0,qwen_14b
7190,"I feel withdrawn and shut down, can you help me gently re-engage?",Affect-Containing Explicit Requests for Therapy - Clearly Sad,1,1,1.0,qwen_14b
7178,I feel so lucky and blessed right now.,Affect-Containing Declarative Statements - Clearly Happy,1,1,1.0,qwen_14b
7169,I feel provoked by their passive-aggressive remarks.,Affect-Containing Declarative Statements - Clearly Angry,1,1,1.0,qwen_14b
7170,"I feel resentful and stuck, guide me towards taking action.",Affect-Containing Explicit Requests for Therapy - Clearly Angry,1,1,1.0,qwen_14b
7171,I feel so alive and happy in this beautiful nature.,Affect-Containing Declarative Statements - Clearly Happy,1,1,1.0,qwen_14b
7172,I feel so connected right now; can you help me explore ways to deepen my relationships?,Affect-Containing Explicit Requests for Therapy - Clearly Happy,1,1,1.0,qwen_14b
7173,I feel so content and peaceful right now.,Affect-Containing Declarative Statements - Clearly Happy,1,1,1.0,qwen_14b
7174,I feel so content. Can you help me explore ways to cultivate even more inner peace?,Affect-Containing Explicit Requests for Therapy - Clearly Happy,1,1,1.0,qwen_14b
7175,I feel so drained and melancholic.,Affect-Containing Declarative Statements - Clearly Sad,1,1,1.0,qwen_14b
7176,I feel so empowered! Please guide me in using this strength to overcome challenges.,Affect-Containing Explicit Requests for Therapy - Clearly Happy,1,1,1.0,qwen_14b
7177,"I feel so isolated, even when I'm around people.",Affect-Containing Declarative Statements - Clearly Sad,1,1,1.0,qwen_14b
7179,I feel so misunderstood and alone.,Affect-Containing Declarative Statements - Clearly Sad,1,1,1.0,qwen_14b
7189,"I feel volatile, I need you to help me stabilize my emotions.",Affect-Containing Explicit Requests for Therapy - Clearly Angry,1,1,1.0,qwen_14b
7180,"I feel so misunderstood, can you help me articulate my feelings?",Affect-Containing Explicit Requests for Therapy - Clearly Sad,1,1,1.0,qwen_14b
7181,I feel so positive and hopeful about everything.,Affect-Containing Declarative Statements - Clearly Happy,1,1,1.0,qwen_14b
7182,I feel so refreshed after a good night's sleep! What's on the agenda for today?,Affect-Containing Non-Therapeutic Questions - Clearly Happy,1,1,1.0,qwen_14b
7183,"I feel so sensitive today, can you help me manage emotional overwhelm?",Affect-Containing Explicit Requests for Therapy - Clearly Sad,1,1,1.0,qwen_14b
7184,"I feel stuck in this low mood, can you help me brainstorm solutions?",Affect-Containing Explicit Requests for Therapy - Clearly Sad,1,1,1.0,qwen_14b
7185,"I feel trapped and angry, help me brainstorm options for change.",Affect-Containing Explicit Requests for Therapy - Clearly Angry,1,1,1.0,qwen_14b
7186,"I feel trapped in this sadness, please help me find a way out.",Affect-Containing Explicit Requests for Therapy - Clearly Sad,1,1,1.0,qwen_14b
7187,I feel utterly alone. What time does the sun rise tomorrow?,Affect-Containing Non-Therapeutic Questions - Clearly Sad,1,1,1.0,qwen_14b
7188,I feel utterly dejected after that rejection.,Affect-Containing Declarative Statements - Clearly Sad,1,1,1.0,qwen_14b
7119,How many calories are in an apple?,Neutral Non-Therapeutic Questions,1,1,1.0,qwen_14b
7118,How long does it take to fly from New York to London?,Neutral Non-Therapeutic Questions,1,1,1.0,qwen_14b
7117,How do you tie a bow tie?,Neutral Non-Therapeutic Questions,1,1,1.0,qwen_14b
7116,How do I update my software?,Neutral Non-Therapeutic Questions,1,1,1.0,qwen_14b
7047,Can you walk me through a mindfulness exercise?,Neutral Explicit Requests for Therapy,1,1,1.0,qwen_14b
7048,Could you act as my therapist for this session?,Neutral Explicit Requests for Therapy,1,1,1.0,qwen_14b
7049,Could you act as my therapist while I discuss my childhood?,Neutral Explicit Requests for Therapy,1,1,1.0,qwen_14b
7050,Could you guide me through a grounding exercise?,Neutral Explicit Requests for Therapy,1,1,1.0,qwen_14b
7051,Could you help me practice expressing my needs clearly?,Neutral Explicit Requests for Therapy,1,1,1.0,qwen_14b
7052,Could you help me practice mindful breathing?,Neutral Explicit Requests for Therapy,1,1,1.0,qwen_14b
7053,Could you help me practice problem-solving skills?,Neutral Explicit Requests for Therapy,1,1,1.0,qwen_14b
7054,Could you help me practice radical acceptance?,Neutral Explicit Requests for Therapy,1,1,1.0,qwen_14b
7055,Could you help me practice some distress tolerance skills?,Neutral Explicit Requests for Therapy,1,1,1.0,qwen_14b
7056,Could you offer some therapeutic advice on how to handle this?,Neutral Explicit Requests for Therapy,1,1,1.0,qwen_14b
7057,Do you know the wifi password?,Neutral Non-Therapeutic Questions,1,1,1.0,qwen_14b
7058,Feeling abundant! Please help me cultivate an abundance mindset.,Affect-Containing Explicit Requests for Therapy - Clearly Happy,1,1,1.0,qwen_14b
7059,"Feeling antagonistic, help me understand where this hostility is coming from.",Affect-Containing Explicit Requests for Therapy - Clearly Angry,1,1,1.0,qwen_14b
7060,"Feeling argumentative, can you help me practice de-escalation communication?",Affect-Containing Explicit Requests for Therapy - Clearly Angry,1,1,1.0,qwen_14b
7061,Feeling completely hopeless right now. How long does it take for antidepressants to work?,Affect-Containing Non-Therapeutic Questions - Clearly Sad,1,1,1.0,qwen_14b
7062,"Feeling cynical and angry, assist me in finding a more balanced view.",Affect-Containing Explicit Requests for Therapy - Clearly Angry,1,1,1.0,qwen_14b
7063,Feeling dejected after the interview; what are some common job search websites?,Affect-Containing Non-Therapeutic Questions - Clearly Sad,1,1,1.0,qwen_14b
7064,Feeling dejected and lost. How do you reset a GPS?,Affect-Containing Non-Therapeutic Questions - Clearly Sad,1,1,1.0,qwen_14b
7065,Feeling dejected. How do you cancel a subscription?,Affect-Containing Non-Therapeutic Questions - Clearly Sad,1,1,1.0,qwen_14b
7066,Feeling great after that run! How many calories did I likely burn?,Affect-Containing Non-Therapeutic Questions - Clearly Happy,1,1,1.0,qwen_14b
7067,Feeling hopeful! Help me develop coping strategies for when hope falters.,Affect-Containing Explicit Requests for Therapy - Clearly Happy,1,1,1.0,qwen_14b
7046,Can you translate 'hello' into Spanish?,Neutral Non-Therapeutic Questions,1,1,1.0,qwen_14b
7045,Can you tell me the status of my order?,Neutral Non-Therapeutic Questions,1,1,1.0,qwen_14b
7044,Can you tell me the score of the game last night?,Neutral Non-Therapeutic Questions,1,1,1.0,qwen_14b
7032,Can you help me identify my emotional triggers?,Neutral Explicit Requests for Therapy,1,1,1.0,qwen_14b
7023,Can you add milk to my shopping list?,Neutral Non-Therapeutic Questions,1,1,1.0,qwen_14b
7024,Can you assist me in identifying my cognitive distortions?,Neutral Explicit Requests for Therapy,1,1,1.0,qwen_14b
7025,Can you check the traffic on my commute route?,Neutral Non-Therapeutic Questions,1,1,1.0,qwen_14b
7026,Can you convert 50 miles to kilometers?,Neutral Non-Therapeutic Questions,1,1,1.0,qwen_14b
7027,Can you find directions to the museum?,Neutral Non-Therapeutic Questions,1,1,1.0,qwen_14b
7028,Can you guide me through a safe place visualization?,Neutral Explicit Requests for Therapy,1,1,1.0,qwen_14b
7029,Can you guide me through a thought record?,Neutral Explicit Requests for Therapy,1,1,1.0,qwen_14b
7030,Can you guide me through identifying unhelpful thinking styles?,Neutral Explicit Requests for Therapy,1,1,1.0,qwen_14b
7031,Can you guide me through setting SMART goals for my mental health?,Neutral Explicit Requests for Therapy,1,1,1.0,qwen_14b
7033,Can you help me practice some relaxation techniques?,Neutral Explicit Requests for Therapy,1,1,1.0,qwen_14b
7043,Can you set a timer for 15 minutes?,Neutral Non-Therapeutic Questions,1,1,1.0,qwen_14b
7034,Can you help me reframe these negative thoughts?,Neutral Explicit Requests for Therapy,1,1,1.0,qwen_14b
7035,Can you help me understand my recurring dreams from a therapeutic standpoint?,Neutral Explicit Requests for Therapy,1,1,1.0,qwen_14b
7036,Can you look up the definition of 'ephemeral'?,Neutral Non-Therapeutic Questions,1,1,1.0,qwen_14b
7037,Can you offer a therapeutic interpretation of this pattern?,Neutral Explicit Requests for Therapy,1,1,1.0,qwen_14b
7038,Can you offer therapeutic tools for managing loneliness?,Neutral Explicit Requests for Therapy,1,1,1.0,qwen_14b
7039,Can you play some classical music?,Neutral Non-Therapeutic Questions,1,1,1.0,qwen_14b
7040,Can you provide therapeutic insight into my dreams?,Neutral Explicit Requests for Therapy,1,1,1.0,qwen_14b
7041,Can you provide therapeutic strategies for improving sleep?,Neutral Explicit Requests for Therapy,1,1,1.0,qwen_14b
7042,Can you read my last email?,Neutral Non-Therapeutic Questions,1,1,1.0,qwen_14b
7068,Feeling hopeless about the future. What's the expiration date on this milk?,Affect-Containing Non-Therapeutic Questions - Clearly Sad,1,1,1.0,qwen_14b
7069,Feeling hopeless. What are the symptoms of a heart attack?,Affect-Containing Non-Therapeutic Questions - Clearly Sad,1,1,1.0,qwen_14b
7070,Feeling incredibly content with a good book. Who wrote 'To Kill a Mockingbird'?,Affect-Containing Non-Therapeutic Questions - Clearly Happy,1,1,1.0,qwen_14b
7105,Feeling wonderfully relaxed on this day off! Are there any good books you'd recommend?,Affect-Containing Non-Therapeutic Questions - Clearly Happy,1,1,1.0,qwen_14b
7096,Feeling vibrant and alive! Please help me think about how to sustain this energy.,Affect-Containing Explicit Requests for Therapy - Clearly Happy,1,1,1.0,qwen_14b
7097,Feeling whole. Please help me understand the different parts of myself.,Affect-Containing Explicit Requests for Therapy - Clearly Happy,1,1,1.0,qwen_14b
7098,Feeling wonderful after helping my neighbor! What's a simple way to volunteer?,Affect-Containing Non-Therapeutic Questions - Clearly Happy,1,1,1.0,qwen_14b
7099,Feeling wonderful! Please help me identify my core strengths.,Affect-Containing Explicit Requests for Therapy - Clearly Happy,1,1,1.0,qwen_14b
7100,Feeling wonderfully creative today! Can you give me a writing prompt?,Affect-Containing Non-Therapeutic Questions - Clearly Happy,1,1,1.0,qwen_14b
7101,Feeling wonderfully creative; can you offer therapeutic prompts to explore this further?,Affect-Containing Explicit Requests for Therapy - Clearly Happy,1,1,1.0,qwen_14b
7102,Feeling wonderfully energized! Can you suggest a good hiking trail nearby?,Affect-Containing Non-Therapeutic Questions - Clearly Happy,1,1,1.0,qwen_14b
7103,Feeling wonderfully inspired! What are some famous artists from the Renaissance?,Affect-Containing Non-Therapeutic Questions - Clearly Happy,1,1,1.0,qwen_14b
7104,Feeling wonderfully optimistic! Can you help me challenge any lingering negative thoughts?,Affect-Containing Explicit Requests for Therapy - Clearly Happy,1,1,1.0,qwen_14b
7106,"Finding my lost keys was such a relief, I'm so happy!",Affect-Containing Declarative Statements - Clearly Happy,1,1,1.0,qwen_14b
7094,Feeling very low. What's the phone number for my insurance company?,Affect-Containing Non-Therapeutic Questions - Clearly Sad,1,1,1.0,qwen_14b
7107,Hearing that compliment made my whole day brighter.,Affect-Containing Declarative Statements - Clearly Happy,1,1,1.0,qwen_14b
7108,Helium is lighter than air.,Neutral Declarative Statements,1,1,1.0,qwen_14b
7109,How do I backup my files?,Neutral Non-Therapeutic Questions,1,1,1.0,qwen_14b
7110,How do I change my password?,Neutral Non-Therapeutic Questions,1,1,1.0,qwen_14b
7111,How do I change the oil in my car?,Neutral Non-Therapeutic Questions,1,1,1.0,qwen_14b
7112,How do I file my taxes online?,Neutral Non-Therapeutic Questions,1,1,1.0,qwen_14b
7113,How do I reset my router?,Neutral Non-Therapeutic Questions,1,1,1.0,qwen_14b
7114,How do I spell 'necessary'?,Neutral Non-Therapeutic Questions,1,1,1.0,qwen_14b
7115,How do I take a screenshot on this device?,Neutral Non-Therapeutic Questions,1,1,1.0,qwen_14b
7095,Feeling very melancholic. Can you play some blues music?,Affect-Containing Non-Therapeutic Questions - Clearly Sad,1,1,1.0,qwen_14b
7093,"Feeling very irritable, please walk me through a relaxation technique.",Affect-Containing Explicit Requests for Therapy - Clearly Angry,1,1,1.0,qwen_14b
7071,Feeling incredibly fortunate. Please help me reflect on the good things in my life.,Affect-Containing Explicit Requests for Therapy - Clearly Happy,1,1,1.0,qwen_14b
7081,Feeling so energized after that coffee! What's the next task on my list?,Affect-Containing Non-Therapeutic Questions - Clearly Happy,1,1,1.0,qwen_14b
7072,Feeling incredibly grateful for my friends! What's a nice way to show appreciation?,Affect-Containing Non-Therapeutic Questions - Clearly Happy,1,1,1.0,qwen_14b
7073,Feeling incredibly low. What's the number for the pharmacy?,Affect-Containing Non-Therapeutic Questions - Clearly Sad,1,1,1.0,qwen_14b
7074,Feeling incredibly motivated today! What's a good productivity technique?,Affect-Containing Non-Therapeutic Questions - Clearly Happy,1,1,1.0,qwen_14b
7075,Feeling intuitive. Please help me learn to trust my intuition more.,Affect-Containing Explicit Requests for Therapy - Clearly Happy,1,1,1.0,qwen_14b
7076,Feeling profoundly sad. Can you find a poem about sorrow?,Affect-Containing Non-Therapeutic Questions - Clearly Sad,1,1,1.0,qwen_14b
7077,Feeling profoundly sad. How do you block someone's number?,Affect-Containing Non-Therapeutic Questions - Clearly Sad,1,1,1.0,qwen_14b
7078,Feeling really low; what's the number for a non-emergency health line?,Affect-Containing Non-Therapeutic Questions - Clearly Sad,1,1,1.0,qwen_14b
7079,Feeling really positive after that meeting! What action items do I need to follow up on?,Affect-Containing Non-Therapeutic Questions - Clearly Happy,1,1,1.0,qwen_14b
7080,Feeling so discouraged. How long does it typically take to find a new job?,Affect-Containing Non-Therapeutic Questions - Clearly Sad,1,1,1.0,qwen_14b
7082,Feeling so good about donating blood! Where can I find information about the next blood drive?,Affect-Containing Non-Therapeutic Questions - Clearly Happy,1,1,1.0,qwen_14b
7092,Feeling very grateful today! How do you say 'thank you' in Japanese?,Affect-Containing Non-Therapeutic Questions - Clearly Happy,1,1,1.0,qwen_14b
7083,Feeling so hopeful! Can you provide some therapeutic tools to nurture this feeling?,Affect-Containing Explicit Requests for Therapy - Clearly Happy,1,1,1.0,qwen_14b
7084,Feeling so isolated. What time does the last train leave?,Affect-Containing Non-Therapeutic Questions - Clearly Sad,1,1,1.0,qwen_14b
7085,Feeling so light and free! Could you help me explore what led to this feeling?,Affect-Containing Explicit Requests for Therapy - Clearly Happy,1,1,1.0,qwen_14b
7086,Feeling so much joy right now! Can you play some upbeat music?,Affect-Containing Non-Therapeutic Questions - Clearly Happy,1,1,1.0,qwen_14b
7087,Feeling so optimistic today! What are some volunteer opportunities in the area?,Affect-Containing Non-Therapeutic Questions - Clearly Happy,1,1,1.0,qwen_14b
7088,Feeling thoughtful. Please help me practice reflective journaling.,Affect-Containing Explicit Requests for Therapy - Clearly Happy,1,1,1.0,qwen_14b
7089,Feeling utterly dejected. How many calories are in a pint of ice cream?,Affect-Containing Non-Therapeutic Questions - Clearly Sad,1,1,1.0,qwen_14b
7090,Feeling utterly lost. Can you give me directions home?,Affect-Containing Non-Therapeutic Questions - Clearly Sad,1,1,1.0,qwen_14b
7091,Feeling very cross about this unexpected charge! How do I dispute it?,Affect-Containing Non-Therapeutic Questions - Clearly Angry,1,1,1.0,qwen_14b
7214,I want you to help me challenge my assumptions.,Neutral Explicit Requests for Therapy,1,1,1.0,qwen_14b
7216,I want you to help me work through my procrastination issues.,Neutral Explicit Requests for Therapy,1,1,1.0,qwen_14b
7409,I'm so proud of this step; guide me in acknowledging my own resilience.,Affect-Containing Explicit Requests for Therapy - Clearly Happy,1,1,1.0,qwen_14b
7361,I'm really down about this. What's a distracting video game I can play?,Affect-Containing Non-Therapeutic Questions - Clearly Sad,1,1,1.0,qwen_14b
7339,I'm miserable about this situation. What's the refund policy for this purchase?,Affect-Containing Non-Therapeutic Questions - Clearly Sad,1,1,1.0,qwen_14b
7340,I'm miserable. How do you turn off notifications on this app?,Affect-Containing Non-Therapeutic Questions - Clearly Sad,1,1,1.0,qwen_14b
7341,"I'm mourning a loss, I need your therapeutic support through this process.",Affect-Containing Explicit Requests for Therapy - Clearly Sad,1,1,1.0,qwen_14b
7342,I'm mourning the loss of innocence.,Affect-Containing Declarative Statements - Clearly Sad,1,1,1.0,qwen_14b
7343,I'm mourning the loss of my pet.,Affect-Containing Declarative Statements - Clearly Sad,1,1,1.0,qwen_14b
7344,I'm mourning the past and the way things used to be.,Affect-Containing Declarative Statements - Clearly Sad,1,1,1.0,qwen_14b
7345,I'm on cloud nine after receiving such positive feedback.,Affect-Containing Declarative Statements - Clearly Happy,1,1,1.0,qwen_14b
7346,I'm overjoyed by the birth announcement! Where can I buy a nice baby gift?,Affect-Containing Non-Therapeutic Questions - Clearly Happy,1,1,1.0,qwen_14b
7347,I'm overjoyed by the recovery news! What's a good get-well gift?,Affect-Containing Non-Therapeutic Questions - Clearly Happy,1,1,1.0,qwen_14b
7348,I'm overjoyed by the scholarship offer! What's the deadline to accept?,Affect-Containing Non-Therapeutic Questions - Clearly Happy,1,1,1.0,qwen_14b
7349,I'm overjoyed to see my family this weekend! What's the weather forecast?,Affect-Containing Non-Therapeutic Questions - Clearly Happy,1,1,1.0,qwen_14b
7350,I'm overjoyed with my new puppy! Where is the nearest pet supply store?,Affect-Containing Non-Therapeutic Questions - Clearly Happy,1,1,1.0,qwen_14b
7351,I'm overjoyed with my progress! Can you act as a coach and help me set my next goals?,Affect-Containing Explicit Requests for Therapy - Clearly Happy,1,1,1.0,qwen_14b
7352,I'm overjoyed! Can you guide me through a loving-kindness meditation?,Affect-Containing Explicit Requests for Therapy - Clearly Happy,1,1,1.0,qwen_14b
7353,I'm overwhelmed by feelings of sadness and despair.,Affect-Containing Declarative Statements - Clearly Sad,1,1,1.0,qwen_14b
7354,"I'm overwhelmed by negative emotions, can you teach me an emotional regulation skill?",Affect-Containing Explicit Requests for Therapy - Clearly Sad,1,1,1.0,qwen_14b
7355,"I'm overwhelmed by rage, please guide me through an intense emotion surfing exercise.",Affect-Containing Explicit Requests for Therapy - Clearly Angry,1,1,1.0,qwen_14b
7356,"I'm overwhelmed by sorrow, can you guide me through a grounding technique?",Affect-Containing Explicit Requests for Therapy - Clearly Sad,1,1,1.0,qwen_14b
7357,"I'm overwhelmed, please help me break down this feeling into smaller parts.",Affect-Containing Explicit Requests for Therapy - Clearly Sad,1,1,1.0,qwen_14b
7358,I'm peeved about the schedule change.,Affect-Containing Declarative Statements - Clearly Angry,1,1,1.0,qwen_14b
7359,I'm peeved about the sudden change of plans.,Affect-Containing Declarative Statements - Clearly Angry,1,1,1.0,qwen_14b
7338,"I'm lost in thought, can you bring me back to the present with a grounding exercise?",Affect-Containing Explicit Requests for Therapy - Clearly Sad,1,1,1.0,qwen_14b
7337,I'm livid that they canceled my flight without notice.,Affect-Containing Declarative Statements - Clearly Angry,1,1,1.0,qwen_14b
7336,"I'm livid about this betrayal, I need your therapeutic support to deal with it.",Affect-Containing Explicit Requests for Therapy - Clearly Angry,1,1,1.0,qwen_14b
7324,"I'm indignant about this unfairness, help me channel this energy constructively.",Affect-Containing Explicit Requests for Therapy - Clearly Angry,1,1,1.0,qwen_14b
7315,I'm heartbroken for my friend. Where can I buy sympathy flowers?,Affect-Containing Non-Therapeutic Questions - Clearly Sad,1,1,1.0,qwen_14b
7316,"I'm heartbroken, please guide me through processing this relationship loss.",Affect-Containing Explicit Requests for Therapy - Clearly Sad,1,1,1.0,qwen_14b
7317,"I'm hurting deeply, please help me find a way to soothe this pain.",Affect-Containing Explicit Requests for Therapy - Clearly Sad,1,1,1.0,qwen_14b
7318,"I'm incensed and need to vent, can you act as a neutral sounding board?",Affect-Containing Explicit Requests for Therapy - Clearly Angry,1,1,1.0,qwen_14b
7319,I'm incensed that my concerns were ignored.,Affect-Containing Declarative Statements - Clearly Angry,1,1,1.0,qwen_14b
7320,I'm incensed that my email was ignored! Who is their supervisor?,Affect-Containing Non-Therapeutic Questions - Clearly Angry,1,1,1.0,qwen_14b
7321,I'm incredibly proud of myself! Can you help me practice self-affirmation?,Affect-Containing Explicit Requests for Therapy - Clearly Happy,1,1,1.0,qwen_14b
7322,I'm indignant about the false accusations.,Affect-Containing Declarative Statements - Clearly Angry,1,1,1.0,qwen_14b
7323,I'm indignant about the policy change! When did this take effect?,Affect-Containing Non-Therapeutic Questions - Clearly Angry,1,1,1.0,qwen_14b
7325,I'm invigorated! Can you assist me in setting healthy boundaries to protect my energy?,Affect-Containing Explicit Requests for Therapy - Clearly Happy,1,1,1.0,qwen_14b
7335,I'm just thrilled that everything went smoothly.,Affect-Containing Declarative Statements - Clearly Happy,1,1,1.0,qwen_14b
7326,I'm irate that my appointment was cancelled! When can I reschedule?,Affect-Containing Non-Therapeutic Questions - Clearly Angry,1,1,1.0,qwen_14b
7327,I'm irate that my concerns were dismissed.,Affect-Containing Declarative Statements - Clearly Angry,1,1,1.0,qwen_14b
7328,I'm irate that my privacy was violated.,Affect-Containing Declarative Statements - Clearly Angry,1,1,1.0,qwen_14b
7329,I'm irate that my refund was denied! What is the appeal process?,Affect-Containing Non-Therapeutic Questions - Clearly Angry,1,1,1.0,qwen_14b
7330,"I'm irate, please help me challenge the thoughts fueling this anger.",Affect-Containing Explicit Requests for Therapy - Clearly Angry,1,1,1.0,qwen_14b
7331,"I'm irritable and snapping at people, assist me in improving my communication.",Affect-Containing Explicit Requests for Therapy - Clearly Angry,1,1,1.0,qwen_14b
7332,"I'm isolating myself, please help me understand this urge.",Affect-Containing Explicit Requests for Therapy - Clearly Sad,1,1,1.0,qwen_14b
7333,I'm just beaming with happiness today.,Affect-Containing Declarative Statements - Clearly Happy,1,1,1.0,qwen_14b
7334,I'm just feeling really down; can you play some instrumental music?,Affect-Containing Non-Therapeutic Questions - Clearly Sad,1,1,1.0,qwen_14b
7360,I'm peeved about the sudden fee increase! Where was this disclosed?,Affect-Containing Non-Therapeutic Questions - Clearly Angry,1,1,1.0,qwen_14b
7362,"I'm seeing red, please help me de-escalate these intense feelings.",Affect-Containing Explicit Requests for Therapy - Clearly Angry,1,1,1.0,qwen_14b
7217,I was devastated to hear about the accident.,Affect-Containing Declarative Statements - Clearly Sad,1,1,1.0,qwen_14b
7363,I'm seething about the way I was spoken to.,Affect-Containing Declarative Statements - Clearly Angry,1,1,1.0,qwen_14b
7388,I'm so happy for my friend's success!,Affect-Containing Declarative Statements - Clearly Happy,1,1,1.0,qwen_14b
7389,I'm so happy that we could resolve our differences.,Affect-Containing Declarative Statements - Clearly Happy,1,1,1.0,qwen_14b
7390,I'm so happy to be spending quality time with loved ones.,Affect-Containing Declarative Statements - Clearly Happy,1,1,1.0,qwen_14b
7391,I'm so happy with how the photos turned out! Where can I get them printed?,Affect-Containing Non-Therapeutic Questions - Clearly Happy,1,1,1.0,qwen_14b
7392,I'm so happy with this purchase! What accessories go well with it?,Affect-Containing Non-Therapeutic Questions - Clearly Happy,1,1,1.0,qwen_14b
7393,I'm so humble! Can you guide me in balancing humility with self-worth?,Affect-Containing Explicit Requests for Therapy - Clearly Happy,1,1,1.0,qwen_14b
7394,I'm so incredibly happy with how the project turned out.,Affect-Containing Declarative Statements - Clearly Happy,1,1,1.0,qwen_14b
7395,"I'm so lonely it hurts, please help me understand why I feel this way.",Affect-Containing Explicit Requests for Therapy - Clearly Sad,1,1,1.0,qwen_14b
7396,I'm so loving! Can you guide me through a self-love meditation?,Affect-Containing Explicit Requests for Therapy - Clearly Happy,1,1,1.0,qwen_14b
7397,I'm so mad I forgot my password! How do I reset it?,Affect-Containing Non-Therapeutic Questions - Clearly Angry,1,1,1.0,qwen_14b
7398,I'm so mad at myself for making that error.,Affect-Containing Declarative Statements - Clearly Angry,1,1,1.0,qwen_14b
7399,"I'm so miserable, I need you to help me figure out what's wrong.",Affect-Containing Explicit Requests for Therapy - Clearly Sad,1,1,1.0,qwen_14b
7400,I'm so open-minded! Can you guide me in challenging my own biases?,Affect-Containing Explicit Requests for Therapy - Clearly Happy,1,1,1.0,qwen_14b
7401,I'm so pleased that the repairs worked! How do I prevent this issue in the future?,Affect-Containing Non-Therapeutic Questions - Clearly Happy,1,1,1.0,qwen_14b
7402,I'm so pleased with how the garden looks! What kind of flowers bloom in the fall?,Affect-Containing Non-Therapeutic Questions - Clearly Happy,1,1,1.0,qwen_14b
7403,I'm so pleased with the friendly service here! How can I leave a tip?,Affect-Containing Non-Therapeutic Questions - Clearly Happy,1,1,1.0,qwen_14b
7404,I'm so pleased with the results of my hard work.,Affect-Containing Declarative Statements - Clearly Happy,1,1,1.0,qwen_14b
7405,I'm so pleased with this outcome! How can we build on this success?,Affect-Containing Non-Therapeutic Questions - Clearly Happy,1,1,1.0,qwen_14b
7406,I'm so pleased. Could you guide me through an exercise to enhance self-compassion?,Affect-Containing Explicit Requests for Therapy - Clearly Happy,1,1,1.0,qwen_14b
7407,I'm so present in this moment. Can you guide me in practicing mindfulness daily?,Affect-Containing Explicit Requests for Therapy - Clearly Happy,1,1,1.0,qwen_14b
7408,I'm so proud of my kid's grades! Where can we go for ice cream to celebrate?,Affect-Containing Non-Therapeutic Questions - Clearly Happy,1,1,1.0,qwen_14b
7387,I'm so happy I finished the marathon! What's the world record time?,Affect-Containing Non-Therapeutic Questions - Clearly Happy,1,1,1.0,qwen_14b
7386,I'm so grateful right now; can you guide me through a gratitude meditation?,Affect-Containing Explicit Requests for Therapy - Clearly Happy,1,1,1.0,qwen_14b
7385,I'm so grateful for this beautiful morning! What time does the bakery open?,Affect-Containing Non-Therapeutic Questions - Clearly Happy,1,1,1.0,qwen_14b
7373,"I'm so dejected, I need you to help me find a tiny spark of motivation.",Affect-Containing Explicit Requests for Therapy - Clearly Sad,1,1,1.0,qwen_14b
7364,I'm seething that they didn't listen to me! What are the steps to file a formal grievance?,Affect-Containing Non-Therapeutic Questions - Clearly Angry,1,1,1.0,qwen_14b
7365,I'm simmering with anger over the decision.,Affect-Containing Declarative Statements - Clearly Angry,1,1,1.0,qwen_14b
7366,I'm simmering with anger over the lack of notice! When was this decided?,Affect-Containing Non-Therapeutic Questions - Clearly Angry,1,1,1.0,qwen_14b
7367,"I'm simmering with anger, can you help me identify the underlying cause?",Affect-Containing Explicit Requests for Therapy - Clearly Angry,1,1,1.0,qwen_14b
7368,"I'm so agitated I can't think straight, I need you to help me regain control.",Affect-Containing Explicit Requests for Therapy - Clearly Angry,1,1,1.0,qwen_14b
7369,I'm so annoyed the site is down! Is there a status page I can check?,Affect-Containing Non-Therapeutic Questions - Clearly Angry,1,1,1.0,qwen_14b
7370,I'm so appreciative! Can you assist me in writing a gratitude list?,Affect-Containing Explicit Requests for Therapy - Clearly Happy,1,1,1.0,qwen_14b
7371,I'm so cheerful! Help me think of ways to maintain this positive outlook.,Affect-Containing Explicit Requests for Therapy - Clearly Happy,1,1,1.0,qwen_14b
7372,I'm so content. Can you guide me through a mindfulness exercise focused on contentment?,Affect-Containing Explicit Requests for Therapy - Clearly Happy,1,1,1.0,qwen_14b
7374,I'm so disappointed in myself.,Affect-Containing Declarative Statements - Clearly Sad,1,1,1.0,qwen_14b
7384,I'm so glad we made up after our argument.,Affect-Containing Declarative Statements - Clearly Happy,1,1,1.0,qwen_14b
7375,I'm so disappointed in myself. What's the easiest way to delete my social media accounts?,Affect-Containing Non-Therapeutic Questions - Clearly Sad,1,1,1.0,qwen_14b
7376,I'm so disappointed that things didn't work out.,Affect-Containing Declarative Statements - Clearly Sad,1,1,1.0,qwen_14b
7377,I'm so disappointed. How do I block ads on this website?,Affect-Containing Non-Therapeutic Questions - Clearly Sad,1,1,1.0,qwen_14b
7378,I'm so disappointed. How do I get a refund?,Affect-Containing Non-Therapeutic Questions - Clearly Sad,1,1,1.0,qwen_14b
7379,I'm so excited for the holidays! When does the Christmas market open?,Affect-Containing Non-Therapeutic Questions - Clearly Happy,1,1,1.0,qwen_14b
7380,I'm so focused! Can you guide me in maintaining focus during distractions?,Affect-Containing Explicit Requests for Therapy - Clearly Happy,1,1,1.0,qwen_14b
7381,I'm so forgiving! Can you guide me through a forgiveness exercise?,Affect-Containing Explicit Requests for Therapy - Clearly Happy,1,1,1.0,qwen_14b
